,Judul,Link,Teks,Media,Kategori Berita,Label
27,"Joan Laporta Tersangkut Kasus Penipuan, Terancam Masuk Bui",https://sport.detik.com/sepakbola/gila-bola/d-7736227/joan-laporta-tersangkut-kasus-penipuan-terancam-masuk-bui,"Presiden Barcelona, Joan Laporta, akan dipanggil pengadilan Spanyol. Dia tersangkut kasus penipuan dan terancam hukuman pidana. Laporta akan memberikan kesaksian dalam dugaan kasus penipuan yang mencapai 4,7 juta euro. Agenda itu dijadwalkan Senin (21/1/2025) di pengadilan Barcelona. Menukil Marca, kasus yang menjerat Laporta terjadi pada 2014 dan melibatkan satu keluarga yang memenangkan lotre 34 juta euro. Mereka disarankan berinvestasi di perusahaan yang dipromosikan Laporta. Keluarga tersebut menginvestasikan 2,4 juta euro pada perusahaan CSSB Limited. Investasi terebut berdurasi tiga tahun dengan bunga tahunan 6 persen. Pihak penggugat menuduh kontrak yang disodorkan tidak sah karena kontranya disunting dalam bahasa Inggris, serta tanpa tanda tangan yang jelas. Laporta dilaporkan bertindak sebagai konsultan dalam operasi tersebut atas nama CSSB Limited. Keluarga yang memenangkan lotre itu juga mengaku mendapat undangan di kursi VIP Camp Nou oleh Laporta. Undangan menonton laga kandang Barcelona didapat lebih dari sekali.  [Gambas:Twitter]  Setelah masa kontrak berakhir, pihak penguggat belum menerima jumlah uang yang telah disepakati. Di sisi lain, CSSB Limited justru mendapat keuntungan 4,7 juta euro dari uang yang mereka investasikan pada periode 2016-2018. Sanksi pidana bisa dikenakan kepada Joan Laporta apabila dinyatakan bersalah. Pria 62 tahun itu terancam kurungan penjara 6 tahun.",Detik.com,Sepakbola,Liga Spanyol
28,Real Madrid Siap Berburu Bek gegara Gawang Banyak Kebobolan,https://www.detik.com/sumut/sepakbola/d-7735765/real-madrid-siap-berburu-bek-gegara-gawang-banyak-kebobolan,"Real Madrid siap berburu pemain belakang. Pasalnya Madrid kini tercatat jadi tim kedua teratas di LaLiga yang gawangnya mudah dijebol. Dilansir detikSport dari Tribuna, sampai pertengahan musim ini, gawang Real Madrid total sudah kebobolan 35 kali dari 30 laga di seluruh kompetisi. Madrid jadi tim kedua teratas di Liga Spanyol untuk catatan buruk itu, setelah Valladolid dengan kebobolan 43 kali dari 22 laga. Dalam laga Final Piala Super Spanyol, gawang Real Madrid dicabik-cabik Barcelona. Mereka takluk, 2-5. Kondisi lini pertahanan Real Madrid memang sudah jadi perhatian pelatih Carlo Ancelotti dan para petinggi klub. Madrid pun kini bersiap berburu bek di bursa transfer musim dingin 2025 dan di musim panas nanti. Ada nama-nama seperti Trent Alexander-Arnold dan Alphonso Davies diincar buat bek sayap. Di pos bek tengah, Madrid mengincar bek berpengalaman dari Bayer Leverkusen Jonathan Tah (28 tahun), serta dua bek muda di bawah usia 20 tahun Vitor Reis (Palmeiras) dan Dean Huijsen (Bournemouth). Dalam dua musim terakhir, Los Blancos memang cukup senyap beli bek baru. Sehingga para beknya kini sudah banyak dimakan usia seperti Ruediger di atas 30 tahun serta badai cedera hantam Militao dan Carvajal. Baca selengkapnya di sini",Detik.com,Sepakbola,Liga Spanyol
29,"Siapa Sangka, Real Madrid Sudah Kebobolan Sebanyak Ini",https://sport.detik.com/sepakbola/liga-spanyol/d-7735151/siapa-sangka-real-madrid-sudah-kebobolan-sebanyak-ini,"Alarm buat Real Madrid dari lini pertahanan. Madrid begitu mudah kejebolan, jadi tim kedua teratas di LaLiga untuk catatan buruk tersebut! Dilansir dari Tribuna, Real Madrid total sudah kebobolan 35 kali dari 30 laga di seluruh kompetisi sampai pertengahan musim ini. Madrid jadi tim kedua teratas di Liga Spanyol untuk catatan buruk itu, di bawahnya Valladolid dengan kebobolan 43 kali dari 22 laga. Teranyar di Final Piala Super Spanyol, Real Madrid dicabik-cabik Barcelona. Mereka kalah telak, 2-5. Pertahanan Real Madrid memang sudah jadi perhatian pelatih Carlo Ancelotti dan para petinggi klub. Oleh sebab itu, Madrid bersiap berburu bek di bursa transfer musim dingin 2025 dan di musim panas nanti. Nama-nama seperti Trent Alexander-Arnold dan Alphonso Davies diincar buat bek sayap. Di pos bek tengah, Madrid incar bek berpengalaman dari Bayer Leverkusen Jonathan Tah (28 tahun), serta dua bek muda di bawah usia 20 tahun Vitor Reis (Palmeiras) dan Dean Huijsen (Bournemouth). Los Blancos memang cukup senyap beli bek baru di dua musim terakhir. Apa daya, para beknya sudah banyak dimakan usia seperti Ruediger di atas 30 tahun serta badai cedera hantam Militao dan Carvajal.",Detik.com,Sepakbola,Liga Spanyol
30,Kiper Udinese Terancam Larangan Bermain 4 Tahun gegara Judi,https://www.detik.com/jabar/sepakbola/d-7738241/kiper-udinese-terancam-larangan-bermain-4-tahun-gegara-judi,"Maduka Okoye, kiper klub Udinese, kini tengah menghadapi penyelidikan terkait dugaan keterlibatannya dalam kasus judi sepak bola. Berdasarkan laporan dari La Gazzetta dello Sport, Okoye diduga terlibat dalam aktivitas mencurigakan yang terdeteksi oleh algoritma perjudian agensi Sisal. Mengutip dari detikSport, tuduhan tersebut muncul karena adanya taruhan tidak biasa terkait peluang Okoye menerima kartu kuning dalam pertandingan melawan Lazio pada Maret 2024 lalu. Dalam laga tersebut, Okoye memang mendapatkan kartu kuning pada menit ke-64 akibat membuang-buang waktu. Insiden itu memicu perhatian setelah sejumlah orang memasang taruhan dengan nominal besar yang dianggap tidak wajar. Pola perjudian yang mencurigakan ini akhirnya dilaporkan oleh Sisal dan menjadi bahan investigasi oleh jaksa penuntut umum. Tak hanya Okoye, seorang pemilik restoran pizza di Udine bernama Diego Giordano juga ikut diperiksa dalam kasus ini. La Gazzetta dello Sport mengungkapkan bahwa Giordano diduga menjadi tempat perjanjian lisan terkait taruhan tersebut dilakukan. Taruhan itu kemudian direalisasikan di rumah judi Sisal sebelum pertandingan antara Lazio dan Udinese berlangsung. Apabila terbukti bersalah, Maduka Okoye berpotensi menghadapi hukuman berat, termasuk larangan bermain selama empat tahun. Kendati demikian, perwakilan sang pemain dengan tegas membantah tuduhan tersebut. Mereka menyatakan bahwa tuduhan itu tidak berdasar dan hingga saat ini belum ditemukan bukti yang mendukung klaim tersebut. Kasus judi sepak bola di kalangan pemain Liga Italia bukanlah hal baru. Pada tahun 2023, dua pemain, yakni Sandro Tonali (eks pemain AC Milan) dan Nicolo Fagioli (gelandang Juventus), telah dijatuhi hukuman setelah terbukti terlibat dalam aktivitas serupa. Kasus ini semakin menyoroti pentingnya upaya pencegahan dan penegakan hukum dalam memberantas perjudian ilegal di dunia olahraga, khususnya sepak bola. Liga Italia pun diharapkan dapat mengambil langkah tegas untuk memastikan integritas kompetisi tetap terjaga. Artikel ini telah tayang di detikSport.",Detik.com,Sepakbola,Liga Italia
31,"Lagi, Pesepakbola Serie A Tersandung Kasus Judi",https://sport.detik.com/sepakbola/liga-italia/d-7737972/lagi-pesepakbola-serie-a-tersandung-kasus-judi,"Maduka Okoye diselidiki terkait dugaan judi sepakbola. Kiper Udinese itu terancam sanksi berat. Menurut laporan La Gazzetta dello Sport, Okoye diselidiki karena adanya anomali dalam algoritma judi dari agensi Sisal. Kiper Nigeria itu dipertaruhkan untuk mendapat kartu kuning di laga melawan Lazio, Maret 2024 lalu. Di laga itu, Okoye memang mendapat kartu kuning. Ia dihukum wasit pada menit ke-64, karena membuang-buang waktu. Orang-orang bertaruh dengan nominal yang tak biasa atas momen itu. Pola perjudian itu akhirnya memunculkan kecurigaan dari Jaksa penuntut umum. Pemilik restoran pizza di Udine, Diego Giordano, diselidiki atas kasus itu. Gazzetta menyebut, pemilik restoran itu diselidiki karena ada dugaan perjanjian lisan soal taruhan itu dilakukan di tempatnya. Kemudian, taruhan dilakukan di rumah judi Sisal, sebelum laga Lazio melawan Udinese. Jika terbukti bersalah, Maduka Okoye akan menelan hukuman berat. Ia berpotensi dihukum larangan bermain selama 4 tahun. Namun, perwakilan sang pemain membantahnya itu, menyebut tuduhan itu tak berdasar dan tak ada bukti. Kasus judi di kalangan pemain Liga Italia mencuat dalam beberapa musim terakhir. Sandro Tonali, eks AC Milan, dan Nicolo Fagioli, gelandang Juventus, sempat dihukum karena terbukti berkaitan dengan judi sepakbola pada 2023.",Detik.com,Sepakbola,Liga Italia
32,Roma Vs Genoa: I Lupi Menang 3-1,https://sport.detik.com/sepakbola/liga-italia/d-7737955/roma-vs-genoa-i-lupi-menang-3-1,"AS Roma memetik poin penuh saat menjamu Genoa dalam lanjutan Serie A. Giallorossi menang 3-1 untuk melanjutkan tren positifnya. Laga Roma vs Genoa di pekan ke-21 Serie A digelar di Stadion Olimpico, Sabtu (18/1/2025) dini hari WIB. Roma sempat nyaris membuka keunggulan pada menit kesembilan saat mendapat tendangan bebas di depan kotak penalti Genoa. Sial bagi Roma, bola tendangan Paulo Dybala membentur tiang gawang. Tampil dominan, Roma unggul lebih dulu pada menit ke-25. Artem Dovbyk menjebol gawang Genoa lewat sepakan dari jarak dekat. Gol ini berawal dari umpan Alexis Saelemaekers dari sisi kanan ke kotak penalti Genoa. Setelah De Winter gagal menghalaunya, bola diteruskan oleh Lorenzo Pellegrini dan ditepis Leali. Bola muntah kemudian disambar oleh Dovbyk. Genoa mencetak gol balasan pada menit ke-33. Patrizio Masini menyambut bola sepak pojok Miretti dengan tendangan voli first time. Tendangan bebas untuk Roma pada menit ke-45 belum membuahkan hasil. Tendangan Leandro Paredes masih mengarah tepat ke Leali. Roma mengembalikan keunggulan pada menit ke-60. Stephan El Shaarawy menjebol gawang Genoa lewat tembakan first time tepat di depan kotak penalti usai menerima operan dari Dybala. Gol bunuh diri Nicola Leali pada menit ke-73 membuat Genoa makin terbenam. Sebuah serangan Roma menghasilkan kemelut di depan gawang Genoa dan upaya Leali untuk menghalau bola justru masuk ke gawang sendiri. Roma kini tidak terkalahkan dalam enam pertandingan terakhirnya di semua kompetisi. Dengan tambahan tiga angka, pasukan Claudio Ranieri itu naik ke peringkat kesembilan klasemen Liga Italia dengan 27 poin dari 21 laga. Susunan Pemain Roma: Svilar; Mancini, Hummels (Pisilli 76'), N'Dicka; Saelemaekers (Celik 76'), Kone, Paredes, Angelino; Dybala (Soule 84'), Pellegrini (El Shaarawy 46'); Dovbyk (Shomurodov 85') Genoa: Leali; De Winter, Bani (Sabelli 32'), Vasquez, Martin; Frendrup, Masini, Thorsby (Ekhator 68'); Zanoli (Venturino 68'), Pinamonti, Miretti (Kassa 85')",Detik.com,Sepakbola,Liga Italia
33,Pato Yakin Rafael Leao Bakal Bawa Milan ke Puncak,https://sport.detik.com/sepakbola/liga-italia/d-7737925/pato-yakin-rafael-leao-bakal-bawa-milan-ke-puncak,"Rafael Leao diyakini akan mampu membawa AC Milan ke level tertinggi. Eks pemain Rossoneri, Alexandre Pato, yang mengungkap kepercayaan itu. Leao didatangkan Milan dari Lille pada 1 Agustus 2019. I Diavolo Rosso menebusnya dengan bayaran 35 juta euro. Selama lima lebih musim bersama Milan, Leao mampu menunjukkan performa sip. Dia sudah tampil sebanyak 235 kali dengan sumbangan 65 gol. Soal trofi, Leao sudah pernah membawa Milan menjuarai dua ajang. Dia memenangi Piala Super Italia 2024/2025 dan Liga Italia 2021/2022. Penampilan Leao selama membela Milan mencuri perhatian Pato. Pemain Portugal itu diyakini akan membawa Milan ke level puncak. ""Leao merupakan sosok yang unik. Saat saya di usia mereka, saya sangat kecil, mereka semua tinggi. Mereka semua terlalu besar, jadi bagi saya, Leao selalu saya hormati, saya mendukungnya,"" kata Pato seperti dikabarkan Sempre Milan. ""Dia mempunyai banyak peluang untuk mengantar Milan ke puncak, jadi saya akan selalu di sana untuk mendukung dia dan semoga dia akan mencetak lebih banyak gol untuk Milan dan membawa mereka menang,"" kata dia menambahkan. Bersama Milan musim ini, Leao masih menunjukkan kinerja sip. Dia sudah mengemas tujuh gol dalam 25 pertandingan di semua ajang.",Detik.com,Sepakbola,Liga Italia
34,"Jadwal Liga Italia Akhir Pekan Ini: Juventus Vs Milan, Atalanta Vs Napoli",https://sport.detik.com/sepakbola/liga-italia/d-7736957/jadwal-liga-italia-akhir-pekan-ini-juventus-vs-milan-atalanta-vs-napoli,"Serie A Liga Italia gameweek ke-21 bergulir akhir pekan ini. Ada duel antara Juventus vs AC Milan dan Atalanta vs Napoli. AS Roma vs Genoa menjadi pembuka pekan ke-21. Pertandingan berlangsung di Olimpico, Sabtu (18/1/2025) dini hari WIB. Laga seru tersaji selang sehari kemudian antara Juventus vs AC Milan di Allianz Stadium. Bianconeri ada di posisi kelima dengan 34 poin dan Rossoneri di urutan ketujuh dengan kalah tiga poin, namun punya satu pertandingan lebih sedikit. Ini juga bisa menjadi kesempatan Juventus untuk membalas kekalahan dari Milan di Piala Super Italia beberapa pekan lalu. Namun, permasalahan Si Nyonya Tua sedang sulit menang dan menjadi raja imbang di Liga Italia musim ini. Kemudian Napoli bertandang ke markas Atalanta. Partenopei selaku pemuncak klasemen dengan 47 poin cuma berjarak 43 angka dari Atalanta yang ada di urutan ketiga. Inter Milan harus memanfaatkan dengan baik situasi pertemuan Atalanta vs Napoli. Nerazzurri harus menang melawan Empoli untuk bisa menjauh dari Atalanta atau mendekati Napoli. Jadwal Lengkap Pekan ke-21: Sabtu, 18 Januari 202502:45 WIB - AS Roma vs Genoa21:00 WIB - Bologna vs Monza Minggu, 19 Januari 202500:00 WIB - Juventus vs AC Milan02:45 WIB - Atalanta vs Napoli18:30 WIB - Fiorentina vs Torino21:00 WIB - Cagliari vs Lecce21:00 WIB - Parma vs Venezia Senin, 20 Januari 202500:00 WIB - Hellas Verona vs Lazio02:45 WIB - Inter Milan vs Empoli Selasa, 21, Januari 202502:45 WIB - Como vs Udinese",Detik.com,Sepakbola,Liga Italia
35,"Kvaratskhelia: Dulu Bukan Siapa-siapa, Kini Pergi sebagai Bintang",https://sport.detik.com/sepakbola/liga-italia/d-7736960/kvaratskhelia-dulu-bukan-siapa-siapa-kini-pergi-sebagai-bintang,"Khvicha Kvaratskhelia berterima kasih atas jasa-jasa Napoli. Sebab Kvaratkshelia datang ke klub itu bukan sebagai siapa-siapa hingga jadi bintang. Hal itu diutarakan Kvaratskhelia dalam video perpisahan yang diunggah di akun instagramnya @kvara7, Jumat (17/1/2025) dini hari WIB. Pemain asal Georgia itu memang tinggal selangkah lagi meninggalkan Diego Armando Maradona Stadium. Sebab Napoli dan Paris Saint-Germain sudah mencapai kata sepakat soal nilai transfer 80 juta euro. Dalam waktu dekat Kvaratskhelia akan diumumkan secara resmi oleh Les Parisiens. Kepergian Kvaratskhelia ini juga menyudahi tiga tahun kebersamaannya dengan Napoli. Selama memperkuat Il Partenopei, Kvaratskhelia naik namanya dan jadi salah satu pesepakbola muda top di Eropa. ""Halo semuanya, sulit bagi saya mengatakan ini, tapi inilah waktunya untuk berpisah,"" ujar Kvaratskhelia. ""Saya menghabiskan waktu yang luar biasa di sini, kami berbagi banyak kenangan bersama, mengalami banyak emosi yang luar biasa. Naples adalah rumah saya, tempat saya merasa luar biasa berkat kalian semua."" ""Jalan yang kita lalui bersama masih ada dalam pikiran saya dan itu sangat emosional. Saya ingat gol pertama saya dan perasaan yang tidak akan pernah saya lupakan."" ""Langkah pertama saya di stadion ini, emosi kalian yang kuat, dukungan kalian, dan energi kalian yang selalu istimewa, baik di kandang maupun tandang."" ""Naples adalah kota sepakbola, Naples hidup dengan sepakbola, dan saya senang menjadi bagian dari sejarah hebat ini. Saya belajar banyak di sini, baik di dalam maupun di luar lapangan. Saya tumbuh sebagai pribadi dan sebagai pemain."" ""Merupakan kehormatan besar bagi saya untuk mengenakan jersey ini. Saya ingin mengucapkan terima kasih kepada semua orang yang bekerja di klub. Saya ingin mengucapkan terima kasih kepada para pelatih, setiap anggota staf, rekan satu tim saya, dan para penggemar. ""Saya mengucapkan selamat tinggal, tetapi kalian akan selalu ada di hati saya, dan saya berharap kita akan bertemu lagi. Aku tahu hatimu sangat hancur, tetapi suatu hari nanti aku akan menceritakan semuanya kepadamu."" ""Datang ke sini sebagai seorang anak kecil yang tidak dikenal banyak orang, sekarang saya pergi dari sini sebagai seorang pria yang membawa serta cinta dari banyak orang, banyak kemenangan, dan yang terpenting, Scudetto yang telah lama dinantikan yang telah lama dirindukan kota ini.: ""Saya ingin mendoakan agar kalian sukses, agar bisa memberikan Scudetto untuk kota dan orang-orang ini."" Kvaratskhelia tampil 107 laga untuk Napoli dengan torehan 30 gol dan 29 assist. Saat ditinggal Kvaratskhelia, Napoli kini memuncaki klasemen dengan unggul tiga poin atas Inter Milan di posisi kedua.",Detik.com,Sepakbola,Liga Italia
36,Bedanya Serie A dan Premier League di Mata Lukaku,https://sport.detik.com/sepakbola/liga-italia/d-7736670/bedanya-serie-a-dan-premier-league-di-mata-lukaku,"Romelu Lukaku menghabiskan banyak waktu berkarier di Liga Inggris dan Liga Italia. Kata Lukaku, bedanya dua liga tersebut adalah soal uang! Romelu Lukaku kini berseragam Napoli. Napoli membeli sang striker dari Chelsea di musim panas 2024 kemarin seharga 30 juta Euro. Sepanjang kariernya, Romelu Lukaku berkutat di Premier League dan Serie A. Di Inggris, Lukaku memulai kariernya dengan pernah memperkuat Chelsea, West Brom, Everton, dan Manchester United. Di Italia, Lukaku pernah berseragam Inter Milan, AS Roma, dan kini Napoli. Meski sudah berusia 31 tahun, Lukaku masih tajam bersama I Partenopei sudah cetak tujuh gol dan enam assist dari 18 laga sejauh ini. ""Kualitas Serie A semakin mendekati Premier League. Saya sudah sembilan tahun di Inggris dan ini tahun kelima saya di Italia,"" ujarnya kepada media lokal di Naples, Radio Crc. ""Untuk memahami nilai-nilai sepakbola Italia, lihat saja pencapaian tim-tim dari Serie A dalam beberapa tahun terakhir. Ada banyak hal yang terus berkembang,"" tambahnya. Romelu Lukaku ditanya soal perbandingan antara Liga Inggris dan Liga Italia. Jawaban Lukaku tegas, cuma uang! ""Perbedaannya, klub-klub di Inggris lebih menghabiskan banyak uang. Tapi kalau permainan di lapangan, saya pikir tim-tim di Italia bisa bersaing dengan tim-tim Inggris,"" tutup pemain asal Belgia itu.",Detik.com,Sepakbola,Liga Italia
37,"Amorim: Bukan Permainan yang Bagus, tapi MU Pantas Menang",https://sport.detik.com/sepakbola/liga-inggris/d-7736286/amorim-bukan-permainan-yang-bagus-tapi-mu-pantas-menang,"Manchester United bangkit akhir permainan untuk berbalik mengalahkan Southampton 3-1. Manajer MU Ruben Amorim tak puas dengan performa anak asuhnya. MU menjamu Southampton di lanjutan Liga Inggris dalam pertandingan di Old Trafford, Jumat (17/1) dinihari WIB. Setan Merah cukup kewalahan menghadapi perlawanan tim tamu, sebelum tertinggal karena gol bunuh diri Manuel Ugarte pada akhir babak pertama. Pasca restart, MU membaik meski kesulitan menciptakan gol balasan. Sampai Amad Diallo menginspirasi comeback MU dengan membobol gawang Southampton tiga kali dalam 12 menit terakhir. Amorim mengungkapkan Manchester United terpengaruh dengan dua big match sebelumnya melawan Liverpool dan Arsenal (Piala FA). Meski begitu, MU mendapat angin segar dengan mengendurnya kondisi the Saints. ""Tadi itu bukan permainan yang bagus,"" sahut manajer asal Portugal ini kepada BBC Sport. ""Setelah Liverpool dan Arsenal, saya merasa tim sedikit kelelahan. Kami selalu terlambat, terutama di babak pertama dengan masalah di antara lini. Kecepatan Kamaldeen Sulemana sangat sulit dikejar dan mereka juga menciptakan beberapa peluang."" ""Namun, kami membaik di babak kedua dan lawan mulai lelah karena melakukan man-to-man. Kemudian kami mengambil kendali permainan, dan menciptakan banyak peluang. Anda punya firasat bahwa pertandingannya akan berat bagi mereka, tapi kami pantas menang."" ""Saya tidak kaget dengan Southampton. Saya sudah tahu bahwa pelatihnya menerapan intensitas yang besar. Gaya dia itu dikenal di Italia. Mereka tangguh di duel-duel pada babak pertama. Namun, di babak kedua mereka kehilangan tenaga dan kami mengambil keuntungan dari situ."" ""Hal yang paling penting pada saat ini adalah menang, dan kami berhasil,"" imbuh Ruben Amorim usai MU menghempaskan Southampton.",Detik.com,Sepakbola,Liga Italia
38,Romelu Lukaku Memang Paling Cocok sama Antonio Conte,https://sport.detik.com/sepakbola/liga-italia/d-7736207/romelu-lukaku-memang-paling-cocok-sama-antonio-conte,"Romelu Lukaku kembali menemukan ketajamannya di bawah asuhan Antonio Conte. Big Rom pun mengapresiasi apa yang dilakukan pelatih Napoli itu. Lukaku bergabung ke Napoli pada musim panas 2024. Bomber Belgia itu ditebus dari Chelsea dengan mahar 30 juta euro dan meneken kontrak berdurasi tiga tahun. Chelsea menjual Lukaku setelah performanya dinilai tak sesuai ekspektasi. Dia sempat dipinjamkan ke Inter Milan dan AS Roma sebelum dilego ke Napoli. Transfer Lukaku ke Napoli sekaligus membuatnya bereuni dengan Antonio Conte. Keduanya pernah bekerja bareng di Inter Milan dan sukses memenangkan Liga Italia 2021. Ketajaman Lukaku kembali terlihat di Napoli. Penyerang 31 tahun itu sudah mempersembahkan 7 gol dan 7 assist dari 20 penampilan di semua kompetisi. Performa top Lukaku membantu mendongkrak prestasi Napoli. Partenopei saat ini berada di puncak klasemen Liga Italia dengan 47 poin, unggul 3 angka dari Inter Milan. Lukaku mengakui peran Conte dalam mendongkrak performanya. Dia menilai sang pelatih bisa memberikan masukan positif di dalam dan luar lapangan. ""Semua orang tahu nilainya sebagai pelatih dan sebagai pribadi dalam hidup saya, baik di dalam maupun di luar lapangan. Saya tahu saya bisa terbuka kepadanya secara pribadi; dia memahami saya dan mengerti pengorbanan yang saya buat untuk sepakbola,"" kata Lukaku, dilansir dari Football Italia. ""Saya bisa menjelaskan apa yang saya rasakan, mentalitas dan cara hidupnya dalam bermain sepakbola sangat cocok untuk saya. Ia selalu memperhatikan detail, ia peduli dengan setiap gerakan, setiap permainan baik dalam bertahan maupun menyerang,"" sambungnya. ""Kami sangat siap sehingga Anda tidak akan membuat kesalahan; tanggung jawab ini adalah sesuatu yang sangat saya nikmati, dan ia adalah pelatih yang meningkatkan kemampuan setiap pemain. Hal-hal ini membuat Anda menjadi pemenang,"" Lukaku mengungkapkan.",Detik.com,Sepakbola,Liga Italia
39,Presiden Lazio Kecam Pawang Elang Klub yang Unggah Foto Penis,https://sport.detik.com/sepakbola/liga-italia/d-7736205/presiden-lazio-kecam-pawang-elang-klub-yang-unggah-foto-penis,"Lazio memecat Juan Bernabe, pawang elang klub, usai mengunggah gambar penisnya. Claudio Lotito selaku presiden klub mengutuk keras ulah Bernabe. Juan Bernabe memamerkan penisnya yang selesai dioperasi implan di media sosial awal pekan ini. Dia mengoperasi alat vitalitasnya itu demi meningkatkan performa di ranjang. Lazio langsung ambil langkah tegas atas unggahan Bernabe. Biancoceleste memecat pria 56 tahun itu dari jabatan pawang elang klub. Juan Bernabe sudah menjadi pawang elang Lazio sejak musim 2020/2021. Dia pernah kena masalah pada 2021 setelah memberi salam fasis 'Roman Salute' dan menyanyikan chant yang mengagung-agungkan Benito Mussolini, eks diktator fasis Italia. Pemecatan Juan Bernabe dari Lazio didukung penuh Claudio Lotito. Dia menegaskan tak ada pengampunan buat sikap tidak senonoh yang mencoreng nama klub. ""Tidak ada pengampunan. Apakah Anda akan menuntut pengampunan setelah membunuh seseorang?"" Lotito kepada La Zanzara. ""Saya telah berkecimpung di dunia sepakbola selama 20 tahun, mencoba menghapus beberapa hal dari lingkungan ini. Saya menginginkan sepakbola yang etis dan sederhana,"" sambungnya. ""Curva juga menulis pernyataan keras terhadap Bernabe. Apakah Anda pikir saya meminta mereka untuk melakukannya?"" ""Seseorang yang berperilaku seperti ini tidak bisa pergi ke sekolah untuk bertemu anak-anak. Jelas, kami akan menuntut ganti rugi. Baik dia maupun ahli urologi itu sudah gila,"" ujarnya soal Juan Bernabe. Juan Bernabe sendiri menerima keputusan pemecatan dari Lazio. Dia tak menyesali perbuatannya dan mengklaim tumbuh di lingkungan orang-orang berpikiran terbuka. ""Ketelanjangan adalah hal yang normal, saya tumbuh dalam keluarga naturis yang berpikiran terbuka,"" ujarnya kepada Radio24.",Detik.com,Sepakbola,Liga Italia
40,"Jadwal India Open 2025 Hari Ini: Gregoria Vs An Seyoung, Jojo Vs Axelsen",https://sport.detik.com/raket/d-7737931/jadwal-india-open-2025-hari-ini-gregoria-vs-an-seyoung-jojo-vs-axelsen,"India Open 2025 memasuki semifinal pada hari ini (18/1). Gregoria Mariska Tunjung dan Jonatan Christie menghadapi tantangan superberat untuk maju ke final. Gregoria dan Jonatan tinggal menjadi dua wakil Indonesia yang masih bertahan di turnamen ini. Pertandingan semifinal India Open akan dimulai pada pukul 12.00 waktu setempat atau pukul 13.30 WIB. Gregoria, yang diunggulkan di tempat keempat, akan menantang ratu bulutangkis Korea An Se-young pada partai ketujuh. Gregoria akan kembali berupaya mematahkan dominasi An, sekaligus mencari kemenangan pertamanya setelah menderita kekalahan di 10 duel sebelumnya. Kedua pebulutangkis selalu berjumpa di semifinal dalam tiga pertemuan mereka di sepanjang 2024. Gregoria Mariska Tunjung hanya sekali memaksakan rubber game, dan terpaksa retired akibat cedera di gim kedua saat berjumpa An Seyoung di Denmark Open pada Oktober silam. Senasib dengan Gregoria, Jonatan Christie juga dihadapkan pada pertandingan sulit karena harus melawan Viktor Axelsen di partai terakhir. Jojo baru dua kali menang dan 10 kali kalah dari Axelsen dalam 12 pertemuan mereka. Axelsen sukses memenangi tujuh duel terakhir melawan Jonatan. Sedangkan kemenangan terakhir Jonatan dari eks pebulutangkis nomor satu dunia itu didapat di semifinal French Open 2019. Meski demikian, Axelsen tidak tampak sesuperior sebelumnya khususnya sejak paruh kedua musim lalu. Axelsen kandas di babak awal China Open dan Denmark Open 2024, dan terdepak usai melakoni laga pertamanya di Malaysia Open 2025. Kondisi yang akan coba dimanfaatkan Jonatan Christie untuk lolos ke final. Tunggal PutriMatch 7: Gregoria Mariska Tunjung [4] vs An Se-young [1] Tunggal PutraMatch 10: Jonatan Christie [2] vs Viktor Axelsen [3]",Detik.com,NonSepakbola,NonSepakbola
